PATERNITY;FIRST_LAST_NAME;PASSENGER_SEX;PASSENGER_BIRTH_DATE;PASSENGER_DOCUMENT;BOOKING_CODE;TICKET_NUMBER;BAGGAGE;DEPARTURE_DATE;DEPARTURE_TIME;FLIGHT_NUMBER;CODE_SHARE;FLIGHT_TO;AGE;FLIGHTS_QUANTITY
A;TIKHON KHUDIAKOV;Male;08.04.1980;2 467 420 675;NEPIJY;None;NULL;19.11.2017;0:05;SU1334;Own;ARKHANGELSK;37;10
STEPANOVNA;IULIANA KALMYKOVA;Female;28.07.1989;5 468 724 082;MUWTIZ;8330000000000000;Registered;12.01.2017;14:50;SU1058;Own;MAKHACHKALA;27;10
A;SVIATOSLAV SUBBOTIN;Male;15.10.1981;1 442 097 101;NULL;8260000000000000;Transit;30.01.2017;19:40;SU1445;Own;MOSCOW;35;10
ARTUROVICH;SVIATOSLAV SUBBOTIN;Male;15.10.1981;1 442 097 101;NULL;1520000000000000;Transit;10.05.2017;12:30;SU5606;Own;YUZHNO;35;10
ARTUROVICH;SVIATOSLAV SUBBOTIN;Male;15.10.1981;1 442 097 101;NULL;None;Transit;15.08.2017;22:55;SU5643;Own;KHABAROVSK;35;10
M;RUSTAM POTAPOV;Male;27.08.1982;5 581 205 466;NULL;None;Transit;23.12.2017;0:10;SU1478;Own;ABAKAN;35;10
STEPANOVNA;IULIANA KALMYKOVA;Female;28.07.1989;5 468 724 082;NULL;791000000000000;Transit;26.04.2017;22:10;SU1180;Own;VOLGOGRAD;27;10
STEPANOVNA;IULIANA KALMYKOVA;Female;28.07.1989;5 468 724 082;UPXMAH;2320000000000000;Delayed;30.01.2017;14:05;SU1252;Own;NIZHNEKAMSK;27;10
A;MARIIA SUVOROVA;Female;16.07.1984;1 034 817 480;NKWDLJ;None;Transit;26.07.2017;10:55;SU4131;Operated;VLADIVOSTOK;33;10
A;TIKHON KHUDIAKOV;Male;08.04.1980;2 467 420 675;DAFMMG;None;NULL;31.01.2017;13:15;SU1506;Own;TYUMEN;36;10
D;OKSANA KOLTSOVA;Female;06.07.1979;4 094 821 837;BSNBYF;4540000000000000;Registered;07.03.2017;22:10;SU1415;Own;MOSCOW;37;10
D;OKSANA KOLTSOVA;Female;06.07.1979;4 094 821 837;PXWTUG;6990000000000000;Registered;29.07.2017;14:35;SU1248;Own;ORENBURG;38;10
DANILOVNA;OKSANA KOLTSOVA;Female;06.07.1979;4 094 821 837;VZJRUC;None;Registered;04.02.2017;8:25;SU1412;Own;YEKATERINBURG;37;10
D;OKSANA KOLTSOVA;Female;06.07.1979;4 094 821 837;HEOSKQ;None;Registered;16.01.2017;20:55;SU1278;Own;KAZAN;37;10
IAROMIROVICH;IURII NIKOLAEV;Male;16.05.1986;3 521 274 082;CSHDPX;None;Transit;13.01.2017;16:35;SU5602;Own;KHABAROVSK;30;10
IAROMIROVICH;IURII NIKOLAEV;Male;16.05.1986;3 521 274 082;MNOFED;None;Delayed;30.08.2017;14:00;SU5628;Own;YUZHNO;31;10
A;TIKHON KHUDIAKOV;Male;08.04.1980;2 467 420 675;TBEHJY;None;Transit;07.02.2017;9:35;SU1523;Own;NOVYJ URENGOJ;36;10
ARTEMEVNA;MARIIA SUVOROVA;Female;16.07.1984;1 034 817 480;NULL;None;Delayed;27.03.2017;16:45;SU5685;Own;KHABAROVSK;32;10
A;TIKHON KHUDIAKOV;Male;08.04.1980;2 467 420 675;BDFIBY;None;Registered;08.07.2017;11:10;SU1483;Own;MOSCOW;37;10
A;TIKHON KHUDIAKOV;Male;08.04.1980;2 467 420 675;VBZYLG;5540000000000000;NULL;24.10.2017;6:35;SU1444;Own;IRKUTSK;37;10
ANTONOVICH;TIKHON KHUDIAKOV;Male;08.04.1980;2 467 420 675;UJSITX;1830000000000000;Delayed;08.03.2017;9:35;SU1523;Own;MOSCOW;36;10
ANTONOVICH;TIKHON KHUDIAKOV;Male;08.04.1980;2 467 420 675;NULL;None;Registered;23.08.2017;13:10;SU1321;Own;MOSCOW;37;10
A;MARIIA SUVOROVA;Female;16.07.1984;1 034 817 480;NULL;None;NULL;31.01.2017;19:25;SU6285;Own;PETROPAVLOVSK;32;10
ARTEMEVNA;MARIIA SUVOROVA;Female;16.07.1984;1 034 817 480;PIOVFI;None;Delayed;05.08.2017;10:20;SU4601;Operated;KOMSOMOLSK;33;10
VLADIMIROVICH;GLEB DEMIANOV;Male;02.02.1975;5 471 314 036;NULL;3830000000000000;NULL;29.03.2017;16:20;SU1426;Own;CHELYABINSK;42;10
ARTEMOVNA;SNEZHANA SOKOLOVA;Female;24.09.1983;3 782 510 369;NULL;None;Registered;08.06.2017;16:30;SU6286;Own;MOSCOW;33;10
A;OLGA ELIZAROVA;Female;22.07.1999;5 231 459 015;NULL;None;Transit;08.06.2017;21:45;SU1250;Own;NIZHNEKAMSK;17;10
LVOVICH;ALEKSANDR KHROMOV;Male;14.08.1991;306 049 802;NULL;None;Transit;14.10.2017;15:30;SU1374;Own;BELGOROD;26;10
T;PLATON OREKHOV;Male;06.08.1977;7 976 033 506;GRZQWF;None;Delayed;19.03.2017;14:20;SU1174;Own;ASTRAKHAN;39;10
TAMERLANOVICH;PLATON OREKHOV;Male;06.08.1977;7 976 033 506;YXJGJT;None;Delayed;18.01.2017;6:20;SU1429;Own;MOSCOW;39;10
T;PLATON OREKHOV;Male;06.08.1977;7 976 033 506;EPQVJI;None;Delayed;29.03.2017;6:00;SU1173;Own;MOSCOW;39;10
T;PLATON OREKHOV;Male;06.08.1977;7 976 033 506;NULL;7510000000000000;Delayed;12.04.2017;20:35;SU1430;Own;BARNAUL;39;10
TAMERLANOVICH;PLATON OREKHOV;Male;06.08.1977;7 976 033 506;ZERDNK;4540000000000000;Delayed;24.04.2017;19:55;SU1433;Own;MOSCOW;39;10
T;PLATON OREKHOV;Male;06.08.1977;7 976 033 506;GEIBNA;None;Registered;11.03.2017;5:55;SU1602;Own;SAMARA;39;10
LVOVICH;ALEKSANDR KHROMOV;Male;14.08.1991;306 049 802;RSRLYM;None;NULL;03.07.2017;12:00;SU1402;Own;YEKATERINBURG;25;10
PAVLOVNA;LIUDMILA TIKHOMIROVA;Female;25.01.1971;307 241 939;NULL;337000000000000;Delayed;15.03.2017;14:40;SU1713;Own;MOSCOW;46;10
L;ALEKSANDR KHROMOV;Male;14.08.1991;306 049 802;KHROFM;None;NULL;15.09.2017;20:35;SU1430;Own;BARNAUL;26;10
L;ALEKSANDR KHROMOV;Male;14.08.1991;306 049 802;EVVHEM;3870000000000000;Delayed;31.03.2017;12:10;SU4606;Operated;KHABAROVSK;25;10
L;ALEKSANDR KHROMOV;Male;14.08.1991;306 049 802;NULL;6450000000000000;Delayed;05.06.2017;16:20;SU1426;Own;CHELYABINSK;25;10
LVOVICH;ALEKSANDR KHROMOV;Male;14.08.1991;306 049 802;SCLAZZ;None;Delayed;04.09.2017;6:05;SU1417;Own;MOSCOW;26;10
L;ALEKSANDR KHROMOV;Male;14.08.1991;306 049 802;NULL;None;Registered;20.06.2017;12:50;SU1421;Own;MOSCOW;25;10
LVOVICH;ALEKSANDR KHROMOV;Male;14.08.1991;306 049 802;YLTNPF;None;Delayed;02.03.2017;23:10;SU5641;Own;KHABAROVSK;25;10
T;KSENIIA PLATONOVA;Female;28.07.1973;9 544 983 593;HSOPOY;8530000000000000;Delayed;14.10.2017;19:25;SU5642;Own;NOVOSIBIRSK;44;10
B;DARIA NEFEDOVA;Female;07.06.1999;1 775 905 927;FRVXXH;None;Registered;20.02.2017;15:05;SU1404;Own;YEKATERINBURG;17;10
B;DARIA NEFEDOVA;Female;07.06.1999;1 775 905 927;JWFVXI;None;NULL;27.02.2017;7:30;SU1407;Own;MOSCOW;17;10
B;DARIA NEFEDOVA;Female;07.06.1999;1 775 905 927;IGEBNB;5160000000000000;Transit;12.12.2017;1:55;SU1236;Own;UFA;18;10
V;NIKOLAI KUROCHKIN;Male;11.07.1994;9 871 461 917;NULL;5550000000000000;Transit;01.01.2017;2:55;SU1373;Own;MOSCOW;22;10
TAMERLANOVNA;KSENIIA PLATONOVA;Female;28.07.1973;9 544 983 593;NPAMHJ;1790000000000000;Delayed;14.09.2017;15:50;SU5613;Own;KHABAROVSK;44;10
TAMERLANOVNA;KSENIIA PLATONOVA;Female;28.07.1973;9 544 983 593;NULL;None;Transit;15.04.2017;7:20;SU1546;Own;ANAPA;43;10
I;NAZAR KUDRIAVTSEV;Male;15.04.1975;7 237 573 762;NULL;None;Registered;30.04.2017;9:55;SU1443;Own;MOSCOW;42;10
TAMERLANOVNA;KSENIIA PLATONOVA;Female;28.07.1973;9 544 983 593;NULL;None;Delayed;22.05.2017;11:35;SU1547;Own;MOSCOW;43;10
T;KSENIIA PLATONOVA;Female;28.07.1973;9 544 983 593;RDDZSX;None;Transit;07.08.2017;19:45;SU5622;Own;YUZHNO;44;10
T;KSENIIA PLATONOVA;Female;28.07.1973;9 544 983 593;IBRAZO;None;Registered;19.06.2017;22:15;SU1484;Own;KRASNOYARSK;43;10
IGOREVICH;NAZAR KUDRIAVTSEV;Male;15.04.1975;7 237 573 762;PUJPYE;1340000000000000;Registered;25.06.2017;17:30;SU1186;Own;VOLGOGRAD;42;10
TAMERLANOVNA;KSENIIA PLATONOVA;Female;28.07.1973;9 544 983 593;UMMMFU;6840000000000000;Transit;02.09.2017;11:40;SU5627;Own;KHABAROVSK;44;10
T;KSENIIA PLATONOVA;Female;28.07.1973;9 544 983 593;NULL;None;Delayed;01.01.2017;6:25;SU1509;Own;MOSCOW;43;10
T;KSENIIA PLATONOVA;Female;28.07.1973;9 544 983 593;BGIPMG;7380000000000000;NULL;30.03.2017;14:40;SU1126;Own;SOCHI;43;10
TAMERLANOVNA;KSENIIA PLATONOVA;Female;28.07.1973;9 544 983 593;NULL;None;NULL;09.04.2017;21:05;SU1141;Own;MOSCOW;43;10
T;PLATON OREKHOV;Male;06.08.1977;7 976 033 506;NULL;6120000000000000;NULL;23.02.2017;13:30;SU1768;Own;PERM;39;10
L;ALEKSANDR KHROMOV;Male;14.08.1991;306 049 802;NULL;2170000000000000;NULL;04.04.2017;19:25;SU5642;Own;NOVOSIBIRSK;25;10
S;VLADISLAV EGOROV;Male;03.06.1999;8 176 892 394;RQTLDB;None;Delayed;05.07.2017;15:50;SU5613;Own;KHABAROVSK;18;10
SAMIROVICH;VLADISLAV EGOROV;Male;03.06.1999;8 176 892 394;JRMCUE;5360000000000000;Transit;13.08.2017;19:25;SU5642;Own;NOVOSIBIRSK;18;10
VIACHESLAVOVNA;NATALIA TUMANOVA;Female;23.02.1970;4 052 732 013;LAHAQG;5300000000000000;Delayed;06.04.2017;9:30;SU1159;Own;MOSCOW;47;10
S;SAVVA GULIAEV;Male;26.06.1974;4 561 631 164;NULL;None;Registered;05.02.2017;8:00;SU5611;Own;VLADIVOSTOK;42;10
GEORGIEVNA;IULIIA GROMOVA;Female;14.06.1979;3 275 792 103;CBOYBD;6910000000000000;Delayed;04.08.2017;8:10;SU5626;Own;YUZHNO;38;10
GEORGIEVNA;IULIIA GROMOVA;Female;14.06.1979;3 275 792 103;NULL;None;Transit;17.10.2017;8:40;SU5625;Own;KHABAROVSK;38;10
GEORGIEVNA;IULIIA GROMOVA;Female;14.06.1979;3 275 792 103;BAJGMC;521000000000000;NULL;31.08.2017;11:40;SU5627;Own;KHABAROVSK;38;10
G;IULIIA GROMOVA;Female;14.06.1979;3 275 792 103;NULL;None;Delayed;21.11.2017;14:30;SU6290;Own;MOSCOW;38;10
GEORGIEVNA;IULIIA GROMOVA;Female;14.06.1979;3 275 792 103;VRNIYH;2070000000000000;NULL;15.05.2017;12:30;SU5606;Own;YUZHNO;37;10
G;IULIIA GROMOVA;Female;14.06.1979;3 275 792 103;NULL;None;NULL;12.03.2017;11:10;SU5605;Own;VLADIVOSTOK;37;10
GEORGIEVNA;IULIIA GROMOVA;Female;14.06.1979;3 275 792 103;QJDMWX;None;Registered;01.11.2017;10:55;SU5612;Own;MAGADAN;38;10
GEORGIEVNA;IULIIA GROMOVA;Female;14.06.1979;3 275 792 103;NULL;None;Transit;06.09.2017;20:20;SU5624;Own;YUZHNO;38;10
G;IULIIA GROMOVA;Female;14.06.1979;3 275 792 103;NULL;5870000000000000;Delayed;02.02.2017;19:45;SU5622;Own;YUZHNO;37;10
GEORGIEVNA;IULIIA GROMOVA;Female;14.06.1979;3 275 792 103;OEMGGH;None;NULL;23.03.2017;8:00;SU5611;Own;VLADIVOSTOK;37;10
V;NATALIA TUMANOVA;Female;23.02.1970;4 052 732 013;PABCSU;1050000000000000;Registered;05.03.2017;5:00;SU1167;Own;MOSCOW;47;10
VIACHESLAVOVNA;NATALIA TUMANOVA;Female;23.02.1970;4 052 732 013;NULL;4310000000000000;Delayed;18.01.2017;13:20;SU1491;Own;MOSCOW;46;10
VIACHESLAVOVNA;NATALIA TUMANOVA;Female;23.02.1970;4 052 732 013;TOZSBK;None;Delayed;21.11.2017;9:50;SU5620;Own;YUZHNO;47;10
V;NATALIA TUMANOVA;Female;23.02.1970;4 052 732 013;NULL;905000000000000;NULL;03.05.2017;15:10;SU6291;Own;VLADIVOSTOK;47;10
SAMIROVICH;VLADISLAV EGOROV;Male;03.06.1999;8 176 892 394;NULL;4350000000000000;Transit;03.12.2017;18:45;SU1331;Own;MOSCOW;18;10
V;NATALIA TUMANOVA;Female;23.02.1970;4 052 732 013;NULL;None;Delayed;20.11.2017;19:25;SU5623;Own;KHABAROVSK;47;10
VIACHESLAVOVNA;NATALIA TUMANOVA;Female;23.02.1970;4 052 732 013;NULL;None;Delayed;17.02.2017;21:40;SU1164;Own;ROSTOV;46;10
VIACHESLAVOVNA;NATALIA TUMANOVA;Female;23.02.1970;4 052 732 013;NULL;None;Delayed;15.10.2017;8:10;SU5626;Own;YUZHNO;47;10
VIACHESLAVOVNA;NATALIA TUMANOVA;Female;23.02.1970;4 052 732 013;RIIWVV;7290000000000000;Registered;05.05.2017;12:30;SU5606;Own;YUZHNO;47;10
VIACHESLAVOVNA;NATALIA TUMANOVA;Female;23.02.1970;4 052 732 013;JCNLDU;7170000000000000;Registered;02.02.2017;22:20;SU1187;Own;MOSCOW;46;10
BOGDANOVNA;DARIA NEFEDOVA;Female;07.06.1999;1 775 905 927;UMRJEV;None;Delayed;16.02.2017;16:30;SU6286;Own;MOSCOW;17;10
L;ALEKSANDR KHROMOV;Male;14.08.1991;306 049 802;BXAQMU;None;NULL;09.05.2017;19:15;SU1233;Own;MOSCOW;25;10
SAMIROVICH;VLADISLAV EGOROV;Male;03.06.1999;8 176 892 394;NULL;None;Delayed;21.11.2017;17:20;SU1336;Own;ARKHANGELSK;18;10
SAMIROVICH;VLADISLAV EGOROV;Male;03.06.1999;8 176 892 394;NULL;None;Delayed;07.10.2017;15:00;SU1258;Own;UFA;18;10
SAMIROVICH;VLADISLAV EGOROV;Male;03.06.1999;8 176 892 394;NULL;None;Registered;27.06.2017;10:55;SU5612;Own;MAGADAN;18;10
S;VLADISLAV EGOROV;Male;03.06.1999;8 176 892 394;OQNEEI;6020000000000000;Registered;30.01.2017;11:40;SU5627;Own;KHABAROVSK;17;10
S;VLADISLAV EGOROV;Male;03.06.1999;8 176 892 394;HRRIGN;5640000000000000;Registered;28.07.2017;13:50;SU4606;Operated;OKHA;18;10
S;VLADISLAV EGOROV;Male;03.06.1999;8 176 892 394;NULL;None;NULL;03.08.2017;12:10;SU4606;Operated;KHABAROVSK;18;10
S;VLADISLAV EGOROV;Male;03.06.1999;8 176 892 394;NULL;9830000000000000;Transit;01.01.2017;10:25;SU5610;Own;YUZHNO;17;10
TAMERLANOVICH;PLATON OREKHOV;Male;06.08.1977;7 976 033 506;NULL;5090000000000000;NULL;30.03.2017;7:00;SU1436;Own;YEKATERINBURG;39;10
TAMERLANOVICH;PLATON OREKHOV;Male;06.08.1977;7 976 033 506;NULL;None;Transit;17.03.2017;21:35;SU1215;Own;MOSCOW;39;10
T;PLATON OREKHOV;Male;06.08.1977;7 976 033 506;XNIIWV;None;Transit;04.04.2017;22:10;SU1415;Own;MOSCOW;39;10
M;VIOLETTA SHISHKINA;Female;18.08.1971;5 030 725 996;NVJJSG;None;Transit;06.09.2017;10:55;SU5612;Own;MAGADAN;46;10
ILINICHNA;SOFIIA PIMENOVA;Female;19.12.1993;9 255 091 086;NULL;None;NULL;04.11.2017;17:40;SU1354;Own;VORONEZH;23;10
ILINICHNA;SOFIIA PIMENOVA;Female;19.12.1993;9 255 091 086;XZDGLC;5640000000000000;NULL;17.11.2017;11:10;SU1351;Own;MOSCOW;23;10
ILINICHNA;SOFIIA PIMENOVA;Female;19.12.1993;9 255 091 086;NULL;7180000000000000;Transit;28.02.2017;8:00;SU5600;Own;KHABAROVSK;23;10
ILINICHNA;SOFIIA PIMENOVA;Female;19.12.1993;9 255 091 086;PVDHRS;None;NULL;20.03.2017;16:20;SU1463;Own;MOSCOW;23;10
MIKHAILOVNA;VIOLETTA SHISHKINA;Female;18.08.1971;5 030 725 996;IRJUBF;None;Transit;11.08.2017;9:50;SU5620;Own;YUZHNO;45;10
MIKHAILOVNA;VIOLETTA SHISHKINA;Female;18.08.1971;5 030 725 996;NULL;None;NULL;03.04.2017;19:45;SU1702;Own;VLADIVOSTOK;45;10
PAVLOVICH;ILDAR DEMIN;Male;14.01.1981;1 524 060 219;BXZWLR;None;Delayed;17.08.2017;8:00;SU5603;Own;VLADIVOSTOK;36;10
P;ILDAR DEMIN;Male;14.01.1981;1 524 060 219;NULL;7760000000000000;Delayed;14.05.2017;7:05;SU4130;Operated;YUZHNO;36;10
PAVLOVICH;ILDAR DEMIN;Male;14.01.1981;1 524 060 219;NULL;5800000000000000;Transit;19.07.2017;8:10;SU5626;Own;YUZHNO;36;10
I;SOFIIA PIMENOVA;Female;19.12.1993;9 255 091 086;NULL;None;Transit;05.03.2017;19:25;SU5642;Own;NOVOSIBIRSK;23;10
P;ILDAR DEMIN;Male;14.01.1981;1 524 060 219;TJUGNY;None;Transit;11.08.2017;8:05;SU5621;Own;KHABAROVSK;36;10
MIKHAILOVNA;VIOLETTA SHISHKINA;Female;18.08.1971;5 030 725 996;NULL;None;Delayed;13.09.2017;14:30;SU6290;Own;MOSCOW;46;10
MIKHAILOVNA;VIOLETTA SHISHKINA;Female;18.08.1971;5 030 725 996;NULL;None;Delayed;05.01.2017;3:30;SU1511;Own;MOSCOW;45;10
M;VIOLETTA SHISHKINA;Female;18.08.1971;5 030 725 996;NULL;2910000000000000;NULL;11.10.2017;14:55;SU1189;Own;MOSCOW;46;10
MIKHAILOVNA;VIOLETTA SHISHKINA;Female;18.08.1971;5 030 725 996;NULL;3190000000000000;Delayed;26.07.2017;10:55;SU5612;Own;MAGADAN;45;10
MIKHAILOVNA;VIOLETTA SHISHKINA;Female;18.08.1971;5 030 725 996;KQASXY;None;NULL;30.04.2017;7:00;SU5604;Own;YUZHNO;45;10
PAVLOVICH;ILDAR DEMIN;Male;14.01.1981;1 524 060 219;NULL;5000000000000000;Transit;25.06.2017;16:45;SU5685;Own;KHABAROVSK;36;10
PAVLOVICH;ILDAR DEMIN;Male;14.01.1981;1 524 060 219;NULL;None;NULL;29.05.2017;11:40;SU5627;Own;KHABAROVSK;36;10
P;ILDAR DEMIN;Male;14.01.1981;1 524 060 219;NULL;None;Registered;03.04.2017;3:00;SU5616;Own;PETROPAVLOVSK;36;10
PAVLOVICH;ILDAR DEMIN;Male;14.01.1981;1 524 060 219;NULL;None;Registered;15.09.2017;12:30;SU5606;Own;YUZHNO;36;10
P;ILDAR DEMIN;Male;14.01.1981;1 524 060 219;NULL;None;Delayed;11.10.2017;16:25;SU5607;Own;VLADIVOSTOK;36;10
PAVLOVICH;ILDAR DEMIN;Male;14.01.1981;1 524 060 219;NULL;None;Transit;26.04.2017;9:45;SU5617;Own;VLADIVOSTOK;36;10
P;LIUDMILA TIKHOMIROVA;Female;25.01.1971;307 241 939;NULL;None;NULL;01.03.2017;13:05;SU4600;Operated;KHABAROVSK;46;10
P;LIUDMILA TIKHOMIROVA;Female;25.01.1971;307 241 939;HGLRXN;6480000000000000;NULL;11.07.2017;16:20;SU1463;Own;MOSCOW;46;10
P;LIUDMILA TIKHOMIROVA;Female;25.01.1971;307 241 939;ZDRZTI;None;Registered;02.01.2017;8:05;SU1459;Own;MOSCOW;45;10
PAVLOVNA;LIUDMILA TIKHOMIROVA;Female;25.01.1971;307 241 939;NSDFKB;None;Transit;28.01.2017;22:55;SU5643;Own;KHABAROVSK;46;10
P;LIUDMILA TIKHOMIROVA;Female;25.01.1971;307 241 939;WBNRLQ;6820000000000000;Transit;15.12.2017;0:15;SU1206;Own;SAMARA;46;10
P;LIUDMILA TIKHOMIROVA;Female;25.01.1971;307 241 939;NULL;None;Registered;19.06.2017;7:20;SU1546;Own;ANAPA;46;10
P;LIUDMILA TIKHOMIROVA;Female;25.01.1971;307 241 939;LBFRIG;None;Transit;24.02.2017;9:00;SU4599;Operated;NOGLIKI;46;10
P;LIUDMILA TIKHOMIROVA;Female;25.01.1971;307 241 939;EHLNMV;None;Transit;11.02.2017;14:00;SU5628;Own;YUZHNO;46;10
ILINICHNA;SOFIIA PIMENOVA;Female;19.12.1993;9 255 091 086;NULL;2400000000000000;NULL;12.01.2017;12:10;SU4606;Operated;KHABAROVSK;23;10
I;SOFIIA PIMENOVA;Female;19.12.1993;9 255 091 086;NULL;6700000000000000;Delayed;27.04.2017;0:15;SU1482;Own;KRASNOYARSK;23;10
I;NAZAR KUDRIAVTSEV;Male;15.04.1975;7 237 573 762;NULL;None;Registered;04.04.2017;22:20;SU1187;Own;MOSCOW;41;10
FEDOROVNA;DARINA DRUZHININA;Female;23.12.1992;5 829 066 241;MTPZQQ;2180000000000000;Delayed;12.02.2017;14:15;SU1281;Own;MOSCOW;24;10
I;NAZAR KUDRIAVTSEV;Male;15.04.1975;7 237 573 762;NULL;9610000000000000;NULL;09.01.2017;21:30;SU1458;Own;NOVOKUZNETSK;41;10
I;NAZAR KUDRIAVTSEV;Male;15.04.1975;7 237 573 762;NULL;469000000000000;Transit;23.04.2017;16:35;SU1440;Own;IRKUTSK;42;10
I;NAZAR KUDRIAVTSEV;Male;15.04.1975;7 237 573 762;NULL;None;Delayed;02.06.2017;18:20;SU1183;Own;MOSCOW;42;10
IGOREVICH;NAZAR KUDRIAVTSEV;Male;15.04.1975;7 237 573 762;IDGFSH;None;Registered;28.05.2017;1:50;SU1184;Own;VOLGOGRAD;42;10
IGOREVICH;NAZAR KUDRIAVTSEV;Male;15.04.1975;7 237 573 762;NELHHD;None;Delayed;03.07.2017;14:55;SU1189;Own;MOSCOW;42;10
IGOREVICH;NAZAR KUDRIAVTSEV;Male;15.04.1975;7 237 573 762;YEKSDQ;None;Registered;24.06.2017;6:25;SU1219;Own;MOSCOW;42;10
IGOREVICH;NAZAR KUDRIAVTSEV;Male;15.04.1975;7 237 573 762;NULL;None;NULL;02.01.2017;15:20;SU1641;Own;MOSCOW;41;10
D;SOFIA KARTASHOVA;Female;25.12.1984;4 912 855 970;NULL;None;NULL;29.05.2017;0:50;SU5653;Own;KHABAROVSK;32;10
DANILOVNA;SOFIA KARTASHOVA;Female;25.12.1984;4 912 855 970;FDMZNH;None;Transit;26.07.2017;15:10;SU6291;Own;VLADIVOSTOK;32;10
D;SOFIA KARTASHOVA;Female;25.12.1984;4 912 855 970;NULL;None;Transit;08.06.2017;14:40;SU1713;Own;MOSCOW;32;10
FEDOROVNA;DARINA DRUZHININA;Female;23.12.1992;5 829 066 241;NULL;None;Transit;23.07.2017;3:55;SU1207;Own;MOSCOW;24;10
F;DARINA DRUZHININA;Female;23.12.1992;5 829 066 241;NULL;None;NULL;02.04.2017;0:35;SU1424;Own;CHELYABINSK;24;10
F;DARINA DRUZHININA;Female;23.12.1992;5 829 066 241;DLSNIK;None;Delayed;12.03.2017;11:10;SU1255;Own;MOSCOW;24;10
FEDOROVNA;DARINA DRUZHININA;Female;23.12.1992;5 829 066 241;NULL;3540000000000000;NULL;25.07.2017;8:40;SU1642;Own;ASTRAKHAN;24;10
F;DARINA DRUZHININA;Female;23.12.1992;5 829 066 241;NULL;None;Delayed;08.06.2017;6:25;SU1235;Own;MOSCOW;24;10
I;SOFIIA PIMENOVA;Female;19.12.1993;9 255 091 086;SQLEST;1730000000000000;Transit;09.05.2017;11:10;SU1483;Own;MOSCOW;23;10
D;SOFIA KARTASHOVA;Female;25.12.1984;4 912 855 970;FZJCGY;None;Registered;11.08.2017;11:30;SU6288;Own;MOSCOW;32;10
D;SOFIA KARTASHOVA;Female;25.12.1984;4 912 855 970;NULL;None;Delayed;05.02.2017;13:05;SU4600;Operated;KHABAROVSK;32;10
D;SOFIA KARTASHOVA;Female;25.12.1984;4 912 855 970;LXICHS;None;Delayed;23.03.2017;13:05;SU4600;Operated;KHABAROVSK;32;10
D;SOFIA KARTASHOVA;Female;25.12.1984;4 912 855 970;NULL;None;Delayed;28.09.2017;9:25;SU1271;Own;MOSCOW;32;10
DANILOVNA;SOFIA KARTASHOVA;Female;25.12.1984;4 912 855 970;KJMIGK;6320000000000000;Delayed;26.05.2017;8:05;SU5621;Own;KHABAROVSK;32;10
DANILOVNA;SOFIA KARTASHOVA;Female;25.12.1984;4 912 855 970;PGUFMX;4230000000000000;Transit;16.05.2017;14:00;SU5628;Own;YUZHNO;32;10
FEDOROVNA;DARINA DRUZHININA;Female;23.12.1992;5 829 066 241;NULL;3400000000000000;Registered;28.02.2017;2:50;SU1251;Own;NIZHNEKAMSK;24;10
F;DARINA DRUZHININA;Female;23.12.1992;5 829 066 241;NULL;6160000000000000;Delayed;16.07.2017;5:55;SU1602;Own;SAMARA;24;10
FEDOROVNA;DARINA DRUZHININA;Female;23.12.1992;5 829 066 241;SOTGIM;None;NULL;27.07.2017;14:00;SU1643;Own;MOSCOW;24;10
F;DARINA DRUZHININA;Female;23.12.1992;5 829 066 241;AAJXSU;None;NULL;04.04.2017;22:45;SU1427;Own;MOSCOW;24;10
MIKHAILOVNA;VIOLETTA SHISHKINA;Female;18.08.1971;5 030 725 996;BXQUQT;None;Transit;08.10.2017;13:35;SU1182;Own;VOLGOGRAD;46;10
M;VIOLETTA SHISHKINA;Female;18.08.1971;5 030 725 996;NULL;None;Transit;31.07.2017;15:50;SU5613;Own;KHABAROVSK;45;10
I;SOFIIA PIMENOVA;Female;19.12.1993;9 255 091 086;JRVEJD;None;Delayed;17.07.2017;1:40;SU1108;Own;KRASNODAR;23;10
I;SOFIIA PIMENOVA;Female;19.12.1993;9 255 091 086;KZINJT;1190000000000000;Registered;19.01.2017;19:45;SU5622;Own;YUZHNO;23;10
S;SAVVA GULIAEV;Male;26.06.1974;4 561 631 164;SZXABS;None;Registered;26.04.2017;10:25;SU5610;Own;YUZHNO;42;10
SVIATOGOROVICH;SAVVA GULIAEV;Male;26.06.1974;4 561 631 164;NULL;None;Transit;18.02.2017;10:20;SU4601;Operated;KOMSOMOLSK;42;10
SVIATOGOROVICH;SAVVA GULIAEV;Male;26.06.1974;4 561 631 164;NULL;None;Transit;03.09.2017;8:40;SU5625;Own;KHABAROVSK;43;10
ROMANOVNA;VASILISA EROFEEVA;Female;19.09.1977;5 787 329 130;NULL;4720000000000000;Delayed;18.06.2017;16:00;SU1157;Own;MOSCOW;39;10
MIKHAILOVNA;ANZHELIKA STARIKOVA;Female;11.09.1982;9 375 707 236;NULL;8880000000000000;NULL;13.01.2017;9:55;SU1479;Own;MOSCOW;34;10
M;ANZHELIKA STARIKOVA;Female;11.09.1982;9 375 707 236;RGPINS;9670000000000000;Transit;19.05.2017;6:00;SU1173;Own;MOSCOW;34;10
